SOURCE_ROW_NUMBER,listing_id,brand,model,sub_model,model_year,raw_price,title,source_url,price,STATUS,REASON,GROUP_USED,GROUP_SIZE,GROUP_MEDIAN_PRICE,GROUP_LOG_MAD,PRICE_TO_MEDIAN_RATIO,MODIFIED_Z_SCORE
32414,18452381,Aion,Y Plus,490 Elite,2023,฿1,2023 Aion Y Plus 0.0 (ปี 23-29) 490 Elite SUV,https://www.one2car.com/en/for-sale/aion-y-plus-490-elite-bangkok-metropolitan-pak-kret/18452381?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32415,18431883,BYD,Sealion 6,DM-i Premium,2025,฿1,2025 BYD Sealion 6 1.5 (ปี 24-30) DM-i Premium SUV,https://www.one2car.com/en/for-sale/byd-sealion-6-dm-i-premium-bangkok-metropolitan-pak-kret/18431883?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32456,19080130,Honda,NSX,,2021,฿1,2022 Honda NSX 3.5 (ปี 16-22) 4WD Coupe,https://www.one2car.com/en/for-sale/honda-nsx-bangkok-metropolitan-pattanakarn-rama-ix/19080130,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32457,17759621,Honda,NSX,EXi,1994,฿1,1994 Honda NSX 3.0 (ปี 90-01) EXi Coupe,https://www.one2car.com/en/for-sale/honda-nsx-exi-bangkok-metropolitan-rama-iii-sathon-rama-iv/17759621,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32458,18465306,Mercedes-Benz,SL55,4MATIC+,2022,฿1,2023 Mercedes-Benz SL55 4.0 R232 (ปี 22-32) 4MATIC+ 4WD Convertible,https://www.one2car.com/en/for-sale/mercedes-benz-sl55-4matic-plus-bangkok-metropolitan-rarm-intra-sukhaphiban5/18465306,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32480,19040419,Mazda,CX-30,100th Anniversary Edition,2021,฿1,2021 Mazda CX-30 2.0 (ปี 20-26) 100th Anniversary Edition SUV,https://www.one2car.com/en/for-sale/mazda-cx-30-100th-anniversary-edition-bangkok-metropolitan-kanchanaphisek/19040419?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32481,19059418,Mazda,CX-30,100th Anniversary Edition,2021,฿1,2021 Mazda CX-30 2.0 (ปี 20-26) 100th Anniversary Edition SUV,https://www.one2car.com/en/for-sale/mazda-cx-30-100th-anniversary-edition-bangkok-metropolitan-kanchanaphisek/19059418?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32514,19086347,Audi,RS5,Quattro,2021,฿1,2021 Audi RS5 2.9 (ปี 16-25) Quattro AWD Coupe,https://www.one2car.com/en/for-sale/audi-rs5-quattro-bangkok-metropolitan-pattanakarn-rama-ix/19086347,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32573,14329045,Rolls-Royce,Silver Spirit,,1991,฿1,1991 Rolls-Royce Silver Spirit 6.8 (ปี 80-99) Sedan,https://www.one2car.com/en/for-sale/rolls-royce-silver-spirit-bangkok-metropolitan-pak-kret/14329045?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32854,19043928,Toyota,CROWN,Royal Saloon,2007,฿1,2007 Toyota CROWN 2.5 (ปี 00-05) Royal Saloon Sedan,https://www.one2car.com/en/for-sale/toyota-crown-royal-saloon-bangkok-metropolitan-kanchanaphisek/19043928,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
